bart_edited_ending_cf_avg_score,bart_edited_ending_initial_avg_score,bart_edited_ending_original_avg_score,bart_prediction_cf_avg_score,bart_prediction_edited_avg_score,bart_prediction_initial_avg_score,bart_prediction_original_avg_score,epoch,step
-3.2708537578582764,-3.4056966304779053,-1.44180166721344,-1.7897347211837769,-1.9610775709152222,-1.8260471820831299,-0.8628616333007812,0,0
