bart_edited_ending_cf_avg_score,bart_edited_ending_initial_avg_score,bart_edited_ending_original_avg_score,bart_prediction_cf_avg_score,bart_prediction_edited_avg_score,bart_prediction_initial_avg_score,bart_prediction_original_avg_score,epoch,step,validation_dto_loss
-3.294454574584961,-3.4156885147094727,-1.4829500913619995,-1.7977348566055298,-1.9806129932403564,-1.8333418369293213,-0.875052809715271,0,0,2.2623867988586426
