bart_edited_ending_cf_avg_score,bart_edited_ending_initial_avg_score,bart_edited_ending_original_avg_score,bart_prediction_cf_avg_score,bart_prediction_edited_avg_score,bart_prediction_initial_avg_score,bart_prediction_original_avg_score,epoch,step
-2.745978355407715,-3.2982020378112793,-1.2065777778625488,-1.6665098667144775,-1.7342835664749146,-1.5449442863464355,-0.9393914341926575,0,0
