bart_edited_ending_cf_avg_score,bart_edited_ending_initial_avg_score,bart_edited_ending_original_avg_score,bart_prediction_cf_avg_score,bart_prediction_edited_avg_score,bart_prediction_initial_avg_score,bart_prediction_original_avg_score,epoch,step,test_dto_loss
-2.8819713592529297,-3.651519298553467,-1.0728288888931274,-4.091864585876465,-4.174382209777832,-4.7916154861450195,-3.8702001571655273,0,0,2.6600570678710938
