bart_edited_ending_cf_avg_score,bart_edited_ending_initial_avg_score,bart_edited_ending_original_avg_score,bart_prediction_cf_avg_score,bart_prediction_edited_avg_score,bart_prediction_initial_avg_score,bart_prediction_original_avg_score,epoch,step,validation_dto_loss
-3.179546594619751,-4.107114315032959,-2.291409730911255,-3.555485963821411,-4.083686351776123,-4.307960033416748,-3.902954339981079,0,0,2.8769655227661133
