bart_edited_ending_cf_avg_score,bart_edited_ending_initial_avg_score,bart_edited_ending_original_avg_score,bart_prediction_cf_avg_score,bart_prediction_edited_avg_score,bart_prediction_initial_avg_score,bart_prediction_original_avg_score,epoch,step
-2.8819713592529297,-3.651519298553467,-1.0728288888931274,-2.034475803375244,-2.2969882488250732,-1.432186484336853,-1.420122742652893,0,0
